article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,policy,policy.size,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,time.on.article,PID.pre
lib_slight_Demopp,"about $1,300 a month",expand,"about 500,000",other advanced degree,female,female,approve strongly,slightly prefer complex problems,a little,"slightly prefer small, daily projects",neither like nor dislike,dislike a little,slightly more relieved than satisfied,AR,1957,Dem_opp,expand,small,TRUE,FALSE,53,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,91,Rep
con_large_Demopp,about $500 a month,neither,NA,some college,female,female,neither approve nor disapprove,somewhat prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,dislike a little,somewhat more satisfied than relieved,TX,1954,Dem_opp,reduce,large,TRUE,FALSE,56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,148,Rep
con_slight_nocue,"about $1,300 a month",neither,about 1 million,"M.B.A., M.D., or J.D.",male,male,approve somewhat,somewhat prefer complex problems,a moderate amount,"greatly prefer big, long-term projects",dislike somewhat,like a lot,somewhat more satisfied than relieved,KS,1945,no_cue,reduce,small,FALSE,TRUE,65,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,166,Rep
lib_slight_Demopp,"about $1,600 a month",expand,"about 500,000",Ph.D.,male,male,disapprove strongly,no preference,a lot,no preference,like somewhat,like a lot,much more satisfied than relieved,MA,1932,Dem_opp,expand,small,FALSE,TRUE,78,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,145,Dem
con_large_nocue,about $500 a month,reduce,about 1 million,B.A.,female,Female,disapprove strongly,somewhat prefer complex problems,a lot,"greatly prefer big, long-term projects",dislike a lot,like a lot,much more satisfied than relieved,MA,1952,no_cue,reduce,large,TRUE,FALSE,58,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,131,Rep
lib_slight_nocue,"about $1,600 a month",expand,"about 500,000","M.B.A., M.D., or J.D.",female,female,neither approve nor disapprove,no preference,a moderate amount,no preference,dislike a little,neither like nor dislike,somewhat more relieved than satisfied,NY,1973,no_cue,expand,small,TRUE,FALSE,37,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,77,Rep
lib_large_Demopp,"about $2,200 a month",expand,NA,12th,female,female,disapprove slightly,no preference,a moderate amount,no preference,dislike a little,like a little,relief and satisfaction to the same degree,IN,1933,Dem_opp,expand,large,TRUE,FALSE,77,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,266,Rep
lib_large_Demopp,"about $2,200 a month",expand,"about 500,000",B.A.,female,female,approve somewhat,no preference,a moderate amount,"slightly prefer small, daily projects",dislike somewhat,neither like nor dislike,slightly more relieved than satisfied,WI,1923,Dem_opp,expand,large,TRUE,FALSE,87,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,233,Dem
con_large_nocue,about $500 a month,neither,"about 50,000",12th,male,male,approve slightly,slightly prefer complex problems,a moderate amount,"slightly prefer big, long-term projects",like somewhat,like somewhat,slightly more satisfied than relieved,PA,1990,no_cue,reduce,large,FALSE,TRUE,20,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,106,Rep
lib_slight_nocue,"about $1,000 a month",neither,"about 50,000",some college,female,female,approve slightly,somewhat prefer simple problems,a moderate amount,"somewhat prefer small, daily projects",dislike a little,like a little,somewhat more satisfied than relieved,AZ,1959,no_cue,expand,small,TRUE,FALSE,51,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,150,Rep
con_large_Demopp,about $500 a month,reduce,"about 100,000",some college,female,female,approve strongly,no preference,a moderate amount,"slightly prefer small, daily projects",neither like nor dislike,dislike a little,relief and satisfaction to the same degree,CA,1939,Dem_opp,reduce,large,TRUE,FALSE,71,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,127,Rep
lib_large_Demopp,"about $2,200 a month",expand,about 1 million,B.A.,female,Female,disapprove slightly,no preference,a lot,no preference,dislike a little,like somewhat,relief and satisfaction to the same degree,NJ,1966,Dem_opp,expand,large,TRUE,FALSE,44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,65,Dem
con_large_nocue,about $500 a month,reduce,"about 10,000",some college,female,Female,disapprove somewhat,no preference,a lot,"somewhat prefer big, long-term projects",like somewhat,like a lot,somewhat more satisfied than relieved,VA,1927,no_cue,reduce,large,TRUE,FALSE,83,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,235,Rep
con_slight_nocue,"about $1,300 a month",neither,"about 10,000",8th,female,female,approve slightly,somewhat prefer simple problems,a moderate amount,"greatly prefer small, daily projects",dislike somewhat,neither like nor dislike,relief and satisfaction to the same degree,IN,1956,no_cue,reduce,small,TRUE,FALSE,54,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,361,Rep
lib_slight_nocue,"about $1,300 a month",expand,about 1 million,12th,female,female,disapprove somewhat,slightly prefer simple problems,a moderate amount,"greatly prefer big, long-term projects",like somewhat,like a little,relief and satisfaction to the same degree,NY,1961,no_cue,expand,small,TRUE,FALSE,49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,413,Dem
con_slight_Demopp,"about $1,600 a month",reduce,"about 100,000",12th,female,female,disapprove somewhat,slightly prefer complex problems,a great deal,"slightly prefer big, long-term projects",like a little,dislike somewhat,much more satisfied than relieved,MA,1992,Dem_opp,reduce,small,TRUE,FALSE,18,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,929,Dem
con_large_nocue,about $500 a month,reduce,"about 100,000",B.A.,female,female,disapprove somewhat,slightly prefer complex problems,a moderate amount,"slightly prefer big, long-term projects",dislike a little,dislike somewhat,much more satisfied than relieved,NC,1988,no_cue,reduce,large,TRUE,FALSE,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,58,Rep
con_large_Demopp,"about $1,300 a month",neither,"about 100,000",B.A.,male,male,approve slightly,somewhat prefer complex problems,a lot,no preference,like somewhat,like somewhat,much more satisfied than relieved,DE,1939,Dem_opp,reduce,large,FALSE,TRUE,71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,321,Rep
con_slight_Demopp,"about $1,300 a month",reduce,"about 500,000",B.A.,female,Female,disapprove somewhat,no preference,a moderate amount,"somewhat prefer small, daily projects",like a little,neither like nor dislike,somewhat more satisfied than relieved,VA,1975,Dem_opp,reduce,small,TRUE,FALSE,35,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,175,Dem
con_slight_Demopp,"about $1,000 a month",reduce,"about 10,000",some college,male,male,disapprove strongly,somewhat prefer complex problems,a great deal,"greatly prefer big, long-term projects",like somewhat,like a lot,somewhat more satisfied than relieved,NY,1988,Dem_opp,reduce,small,FALSE,TRUE,22,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,115,Rep
lib_large_Demopp,"about $1,600 a month",expand,about 1 million,B.A.,male,male,approve strongly,somewhat prefer complex problems,a great deal,"slightly prefer big, long-term projects",neither like nor dislike,like a lot,somewhat more satisfied than relieved,OH,1951,Dem_opp,expand,large,FALSE,TRUE,59,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,174,Rep
con_large_nocue,about $500 a month,reduce,"about 100,000",12th,female,female,approve strongly,somewhat prefer simple problems,a lot,"slightly prefer big, long-term projects",like somewhat,like somewhat,somewhat more satisfied than relieved,PA,1958,no_cue,reduce,large,TRUE,FALSE,52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,162,Rep
lib_slight_nocue,"about $1,600 a month",expand,about 1 million,B.A.,male,male,approve slightly,greatly prefer simple problems,a moderate amount,"somewhat prefer small, daily projects",dislike a little,like somewhat,slightly more relieved than satisfied,MN,1966,no_cue,expand,small,FALSE,TRUE,44,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,277,Dem
con_slight_Demopp,"about $1,300 a month",reduce,about 1 million,some college,male,male,disapprove somewhat,somewhat prefer simple problems,a moderate amount,"somewhat prefer small, daily projects",dislike a little,dislike a little,relief and satisfaction to the same degree,AR,1951,Dem_opp,reduce,small,FALSE,TRUE,59,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,189,Rep
con_large_nocue,about $500 a month,reduce,"about 50,000",12th,male,male,approve somewhat,slightly prefer complex problems,a moderate amount,"slightly prefer big, long-term projects",like somewhat,like a little,somewhat more satisfied than relieved,FL,1961,no_cue,reduce,large,FALSE,TRUE,49,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,113,Rep
lib_slight_nocue,"about $2,200 a month",expand,"about 50,000",B.A.,female,female,approve slightly,no preference,a lot,"slightly prefer small, daily projects",like a little,dislike a little,slightly more relieved than satisfied,NH,1965,no_cue,expand,small,TRUE,FALSE,45,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,95,Rep
con_large_nocue,"about $1,300 a month",neither,"about 100,000",NA,male,male,neither approve nor disapprove,slightly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,dislike somewhat,slightly more satisfied than relieved,DE,1948,no_cue,reduce,large,FALSE,TRUE,62,TRUE,NA,FALSE,FALSE,TRUE,FALSE,South,31,Rep
con_slight_Demopp,"about $1,300 a month",neither,"about 100,000",M.A.,female,Female,disapprove somewhat,no preference,a moderate amount,no preference,like somewhat,like somewhat,somewhat more satisfied than relieved,NV,1972,Dem_opp,reduce,small,TRUE,FALSE,38,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,250,Dem
con_large_Demopp,about $500 a month,neither,about 1 million,B.A.,male,male,approve somewhat,somewhat prefer complex problems,a great deal,"slightly prefer big, long-term projects",like somewhat,like a lot,much more satisfied than relieved,OR,1928,Dem_opp,reduce,large,FALSE,TRUE,82,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,136,Rep
lib_slight_Demopp,"about $1,600 a month",expand,"about 10,000",some college,male,MALE,approve slightly,slightly prefer simple problems,a little,"somewhat prefer small, daily projects",neither like nor dislike,like somewhat,somewhat more relieved than satisfied,OH,1952,Dem_opp,expand,small,FALSE,TRUE,58,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,289,Rep
con_large_nocue,about $500 a month,reduce,"about 100,000",B.A.,female,f,disapprove slightly,slightly prefer simple problems,a little,"slightly prefer small, daily projects",dislike somewhat,dislike a little,slightly more relieved than satisfied,MD,1959,no_cue,reduce,large,TRUE,FALSE,51,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,119,Rep
lib_large_nocue,"about $2,200 a month",expand,"about 100,000",some college,female,female,disapprove somewhat,somewhat prefer complex problems,a lot,"slightly prefer big, long-term projects",like a little,like somewhat,somewhat more satisfied than relieved,CA,1954,no_cue,expand,large,TRUE,FALSE,56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,168,Rep
lib_large_nocue,"about $2,200 a month",neither,about 1 million,B.A.,male,male,disapprove strongly,somewhat prefer complex problems,a great deal,"somewhat prefer big, long-term projects",like somewhat,like somewhat,relief and satisfaction to the same degree,FL,1944,no_cue,expand,large,FALSE,TRUE,66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,160,Rep
lib_slight_nocue,"about $1,600 a month",neither,"about 10,000",12th,female,FEMALE,neither approve nor disapprove,no preference,a moderate amount,no preference,neither like nor dislike,like a little,slightly more satisfied than relieved,OK,1954,no_cue,expand,small,TRUE,FALSE,56,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,315,Rep
con_slight_Demopp,"about $1,000 a month",reduce,about 1 million,M.A.,female,female,disapprove slightly,greatly prefer complex problems,a great deal,"greatly prefer big, long-term projects",like a lot,like a lot,much more satisfied than relieved,CA,1951,Dem_opp,reduce,small,TRUE,FALSE,59,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,193,Rep
lib_slight_nocue,"about $2,200 a month",neither,about 1 million,12th,female,female,disapprove strongly,no preference,a lot,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the same degree,IN,1971,no_cue,expand,small,TRUE,FALSE,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,335,Dem
lib_slight_Demopp,"about $1,300 a month",expand,"about 100,000",NA,female,female,disapprove slightly,no preference,a moderate amount,no preference,dislike a little,like a little,relief and satisfaction to the same degree,MI,1949,Dem_opp,expand,small,TRUE,FALSE,61,TRUE,NA,FALSE,TRUE,FALSE,FALSE,North Central,212,Rep
lib_large_nocue,"about $2,200 a month",neither,"about 10,000",12th,female,Female,approve strongly,slightly prefer simple problems,a moderate amount,no preference,neither like nor dislike,dislike a little,relief and satisfaction to the same degree,NJ,1944,no_cue,expand,large,TRUE,FALSE,66,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,170,Rep
con_large_nocue,about $500 a month,expand,"about 500,000",B.A.,female,Female,disapprove strongly,somewhat prefer complex problems,a lot,"somewhat prefer big, long-term projects",like a little,like somewhat,relief and satisfaction to the same degree,CA,1948,no_cue,reduce,large,TRUE,FALSE,62,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,166,Rep
lib_slight_Demopp,"about $1,600 a month",reduce,"about 100,000",B.A.,female,female,neither approve nor disapprove,no preference,a great deal,"greatly prefer big, long-term projects",like a little,like a lot,much more satisfied than relieved,NY,1986,Dem_opp,expand,small,TRUE,FALSE,24,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,80,Dem
lib_slight_nocue,"about $1,300 a month",neither,"about 10,000",12th,female,female,neither approve nor disapprove,greatly prefer simple problems,none,"greatly prefer small, daily projects",dislike a lot,dislike a lot,relief and satisfaction to the same degree,ME,1962,no_cue,expand,small,TRUE,FALSE,48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,316,Dem
con_slight_nocue,"about $1,000 a month",reduce,"about 100,000",12th,female,female,neither approve nor disapprove,slightly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a lot,dislike a lot,somewhat more relieved than satisfied,TN,1953,no_cue,reduce,small,TRUE,FALSE,57,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,148,Rep
con_slight_nocue,"about $1,000 a month",reduce,"about 50,000",some college,male,male,approve strongly,no preference,a moderate amount,"somewhat prefer big, long-term projects",dislike a lot,neither like nor dislike,much more relieved than satisfied,NE,1957,no_cue,reduce,small,FALSE,TRUE,53,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,199,Rep
con_slight_Demopp,"about $1,300 a month",reduce,about 1 million,some college,male,m,disapprove strongly,no preference,a moderate amount,"slightly prefer big, long-term projects",neither like nor dislike,like a little,slightly more satisfied than relieved,PA,1966,Dem_opp,reduce,small,FALSE,TRUE,44,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,32,Rep
lib_large_nocue,"about $1,300 a month",expand,"about 100,000",B.A.,female,female,approve somewhat,slightly prefer simple problems,a lot,"somewhat prefer small, daily projects",dislike somewhat,dislike a little,somewhat more relieved than satisfied,MO,1945,no_cue,expand,large,TRUE,FALSE,65,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,194,Rep
con_slight_nocue,"about $1,000 a month",expand,"about 10,000",some college,female,female,approve somewhat,somewhat prefer complex problems,a lot,"slightly prefer small, daily projects",neither like nor dislike,like a little,much more satisfied than relieved,TN,1962,no_cue,reduce,small,TRUE,FALSE,48,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,52,Rep
lib_large_nocue,"about $2,200 a month",expand,about 1 million,12th,female,female,disapprove somewhat,somewhat prefer complex problems,a lot,"greatly prefer small, daily projects",like a little,like somewhat,relief and satisfaction to the same degree,NM,1959,no_cue,expand,large,TRUE,FALSE,51,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,227,Rep
con_large_nocue,"about $1,300 a month",expand,NA,12th,female,female,disapprove strongly,no preference,a lot,"somewhat prefer small, daily projects",like a little,neither like nor dislike,somewhat more satisfied than relieved,MS,1934,no_cue,reduce,large,TRUE,FALSE,76,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,150,Rep
con_slight_nocue,"about $1,300 a month",neither,"about 500,000",12th,male,male,approve slightly,slightly prefer simple problems,a moderate amount,"slightly prefer small, daily projects",dislike a little,like a little,slightly more relieved than satisfied,SC,1940,no_cue,reduce,small,FALSE,TRUE,70,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,161,Rep
lib_large_Demopp,"about $2,200 a month",expand,"about 50,000",B.A.,female,female,approve strongly,somewhat prefer simple problems,a lot,"greatly prefer small, daily projects",dislike a little,like somewhat,much more satisfied than relieved,VA,1990,Dem_opp,expand,large,TRUE,FALSE,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,110,Rep
