article.type,cue.memory.cutoff,cue.memory.policy,cue.memory.total.recipients,education,gender,gender.original,gk.Cheney,gk.Cheney.original,initial.like,ncog1,ncog3,ncog4,ncog5,ncog6,ncog7,state,year.of.birth,cue.condition,Demsupp,Demopp,female,male,age,age.legit,educ.low,Northeast,North.Central,South,West,region,PID.pre
con_Demopp,about $500 a month,neither,about 1 million,some college,female,female,TRUE,vice president,disapprove somewhat,greatly prefer complex problem,a great deal,no preference,like a lot,like a lot,much more satisfied than relie,IN,1977,Demopp,FALSE,TRUE,TRUE,FALSE,31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $2,000 a month",neither,"about 100,000",12th,male,male,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,a lot,no preference,like a little,like a little,slightly more satisfied than r,OH,1978,Demopp,FALSE,TRUE,FALSE,TRUE,30,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,"about $1,500 a month",reduce,"about 100,000",12th,male,male,TRUE,vice president,disapprove somewhat,greatly prefer simple problems,a lot,"greatly prefer small, daily pr",dislike somewhat,like a lot,relief and satisfaction to the,PA,1986,Demsupp,TRUE,FALSE,FALSE,TRUE,22,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,about $500 a month,reduce,"about 500,000",B.A.,male,male,TRUE,VP,disapprove strongly,slightly prefer complex proble,a moderate amount,"slightly prefer big, long-term",like a little,like somewhat,somewhat more relieved than sa,CA,1976,Demopp,FALSE,TRUE,FALSE,TRUE,32,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $1,500 a month",reduce,about 1 million,some college,male,male,TRUE,vice president ,disapprove strongly,somewhat prefer complex proble,a great deal,no preference,neither like nor dislike,like somewhat,slightly more relieved than sa,NY,1989,Demsupp,TRUE,FALSE,FALSE,TRUE,19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demopp,"about $2,000 a month",expand,about 1 million,Associate's Degree,male,male,TRUE,Vice President,approve somewhat,greatly prefer complex problem,a great deal,"somewhat prefer big, long-term",like somewhat,like a lot,somewhat more satisfied than r,WI,1977,Demopp,FALSE,TRUE,FALSE,TRUE,31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $1,000 a month",expand,"about 100,000",some college,male,Male,TRUE,Vice President,approve somewhat,greatly prefer complex problem,a lot,"somewhat prefer small, daily p",like a little,dislike a little,slightly more relieved than sa,MI,1989,Demopp,FALSE,TRUE,FALSE,TRUE,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demsupp,"about $2,000 a month",expand,"about 500,000",some college,male,male,TRUE,Vice President,approve slightly,no preference,a lot,"somewhat prefer big, long-term",neither like nor dislike,like somewhat,relief and satisfaction to the,OH,1989,Demsupp,TRUE,FALSE,FALSE,TRUE,19,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,about 1 million,Associate's Degree,male,Male,TRUE,Vice President,disapprove slightly,somewhat prefer simple problem,none,"somewhat prefer small, daily p",dislike somewhat,dislike a little,slightly more satisfied than r,GA,1974,nocue,FALSE,FALSE,FALSE,TRUE,34,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,500 a month",expand,"about 100,000",B.A.,male,male,TRUE,Vice President,neither approve nor disapprove,no preference,a lot,no preference,neither like nor dislike,neither like nor dislike,slightly more satisfied than r,CA,1986,Demopp,FALSE,TRUE,FALSE,TRUE,22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,about $500 a month,reduce,"about 100,000",some college,male,Male,TRUE,Vice President,disapprove strongly,greatly prefer simple problems,a moderate amount,"greatly prefer small, daily pr",dislike a lot,dislike a little,much more relieved than satisf,FL,1979,Demopp,FALSE,TRUE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,"about $1,000 a month",reduce,"about 50,000",Ph.D.,male,male,FALSE,-,approve strongly,somewhat prefer simple problem,a little,"greatly prefer small, daily pr",dislike somewhat,dislike a little,much more relieved than satisf,FL,1978,nocue,FALSE,FALSE,FALSE,TRUE,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_nocue,"about $1,500 a month",neither,"about 100,000",B.A.,male,Male,TRUE,Vice President,disapprove slightly,no preference,a great deal,"slightly prefer big, long-term",like somewhat,like somewhat,somewhat more satisfied than r,NY,1978,nocue,FALSE,FALSE,FALSE,TRUE,30,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demopp,"about $1,500 a month",expand,"about 100,000",M.A.,male,Male,TRUE,Vice President,neither approve nor disapprove,slightly prefer complex proble,a great deal,"somewhat prefer big, long-term",like somewhat,like somewhat,slightly more satisfied than r,NY,1977,Demopp,FALSE,TRUE,FALSE,TRUE,31,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_nocue,"about $2,500 a month",expand,"about 100,000",Associate's Degree,male,Male,TRUE,Vice President,approve slightly,slightly prefer complex proble,a moderate amount,"somewhat prefer small, daily p",neither like nor dislike,like a little,somewhat more satisfied than r,AL,1986,nocue,FALSE,FALSE,FALSE,TRUE,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $1,000 a month",neither,"about 50,000",B.A.,male,Male,TRUE,Vice President,neither approve nor disapprove,no preference,a moderate amount,no preference,like somewhat,like somewhat,relief and satisfaction to the,KY,1979,Demsupp,TRUE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_nocue,"about $2,000 a month",expand,about 1 million,12th,male,Male,TRUE,Vice President,approve somewhat,slightly prefer complex proble,a lot,"somewhat prefer small, daily p",like somewhat,like somewhat,slightly more relieved than sa,OR,1976,nocue,FALSE,FALSE,FALSE,TRUE,32,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_nocue,"about $2,500 a month",expand,"about 100,000",12th,male,Male,TRUE,Vice President,disapprove somewhat,no preference,a lot,no preference,like somewhat,like a lot,somewhat more satisfied than r,OH,1976,nocue,FALSE,FALSE,FALSE,TRUE,32,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,"about 100,000",B.A.,male,Male,TRUE,vice pres.,approve slightly,no preference,a moderate amount,"somewhat prefer big, long-term",dislike a little,like a little,slightly more relieved than sa,CA,1975,nocue,FALSE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $2,000 a month",reduce,"about 100,000","M.B.A., M.D., or J.D.",male,male,TRUE,Vice President,disapprove somewhat,somewhat prefer complex proble,a moderate amount,"somewhat prefer small, daily p",dislike somewhat,like a lot,relief and satisfaction to the,IA,1978,Demsupp,TRUE,FALSE,FALSE,TRUE,30,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,500 a month",neither,"about 100,000",B.A.,male,Male,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",dislike a little,like somewhat,somewhat more satisfied than r,NJ,1984,nocue,FALSE,FALSE,FALSE,TRUE,24,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demopp,"about $1,500 a month",reduce,"about 100,000",12th,male,male,TRUE,vice president,approve strongly,greatly prefer complex problem,a great deal,"slightly prefer big, long-term",like somewhat,like a lot,much more satisfied than relie,VA,1981,Demopp,FALSE,TRUE,FALSE,TRUE,27,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demsupp,"about $2,000 a month",neither,"about 100,000",some college,male,male,TRUE,vp,approve slightly,no preference,a moderate amount,no preference,neither like nor dislike,dislike a little,slightly more satisfied than r,IL,0,Demsupp,TRUE,FALSE,FALSE,TRUE,2008,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,"about $1,500 a month",reduce,about 1 million,Associate's Degree,male,male,TRUE,vice president,approve strongly,somewhat prefer complex proble,a great deal,"somewhat prefer big, long-term",like a lot,like a lot,somewhat more satisfied than r,PA,1974,Demsupp,TRUE,FALSE,FALSE,TRUE,34,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demopp,"about $1,500 a month",expand,"about 100,000",some college,male,male,TRUE,vice president,approve slightly,NA,a lot,no preference,dislike a little,neither like nor dislike,relief and satisfaction to the,NC,1988,Demopp,FALSE,TRUE,FALSE,TRUE,20,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demsupp,"about $1,000 a month",expand,"about 500,000",some college,male,Male,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a moderate amount,no preference,like somewhat,like a little,slightly more satisfied than r,KY,1986,Demsupp,TRUE,FALSE,FALSE,TRUE,22,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,"about $1,500 a month",expand,"about 50,000",12th,male,male,FALSE,NA,neither approve nor disapprove,greatly prefer simple problems,none,"slightly prefer small, daily p",like a lot,like a lot,much more satisfied than relie,TN,1988,Demopp,FALSE,TRUE,FALSE,TRUE,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $2,000 a month",reduce,about 1 million,some college,male,male,TRUE,vice president,disapprove somewhat,no preference,a moderate amount,"somewhat prefer big, long-term",neither like nor dislike,like a little,somewhat more satisfied than r,IL,1976,Demsupp,TRUE,FALSE,FALSE,TRUE,32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $2,500 a month",expand,about 1 million,12th,male,male,TRUE,vice president,approve slightly,no preference,a lot,no preference,dislike a little,like somewhat,much more satisfied than relie,NC,1975,nocue,FALSE,FALSE,FALSE,TRUE,33,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,"about $1,000 a month",reduce,"about 50,000",B.A.,male,M,TRUE,Vice President,approve somewhat,slightly prefer complex proble,a great deal,"slightly prefer big, long-term",like somewhat,like somewhat,slightly more satisfied than r,MI,1983,nocue,FALSE,FALSE,FALSE,TRUE,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_nocue,"about $1,500 a month",reduce,"about 100,000",some college,male,male,TRUE,Vice President,disapprove slightly,no preference,a moderate amount,"somewhat prefer big, long-term",dislike a little,dislike a little,much more satisfied than relie,FL,1976,nocue,FALSE,FALSE,FALSE,TRUE,32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demsupp,"about $1,500 a month",reduce,"about 100,000",B.A.,male,male,TRUE,vp,disapprove slightly,somewhat prefer complex proble,a great deal,no preference,like somewhat,like somewhat,relief and satisfaction to the,FL,1975,Demsupp,TRUE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $1,500 a month",neither,"about 50,000",B.A.,male,Male,TRUE,Vice President,neither approve nor disapprove,slightly prefer complex proble,a great deal,NA,like somewhat,like somewhat,much more satisfied than relie,WI,1979,Demsupp,TRUE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_Demsupp,"about $1,000 a month",reduce,"about 100,000",Associate's Degree,male,male,TRUE,vice president,approve slightly,slightly prefer complex proble,a moderate amount,NA,dislike a little,dislike a little,relief and satisfaction to the,OH,1979,Demsupp,TRUE,FALSE,FALSE,TRUE,29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $2,000 a month",expand,"about 100,000",some college,male,Male,TRUE,Vice President,disapprove somewhat,no preference,a lot,no preference,like a little,like a little,slightly more satisfied than r,IN,1979,Demopp,FALSE,TRUE,FALSE,TRUE,29,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $1,000 a month",reduce,about 1 million,12th,male,male,TRUE,vice preident,disapprove strongly,no preference,a moderate amount,"slightly prefer small, daily p",dislike a little,dislike a little,slightly more relieved than sa,WI,1975,Demopp,FALSE,TRUE,FALSE,TRUE,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $1,500 a month",reduce,"about 100,000",some college,male,Male,TRUE,Vice President,disapprove slightly,somewhat prefer complex proble,a moderate amount,"somewhat prefer big, long-term",like a little,like somewhat,somewhat more satisfied than r,MA,1976,nocue,FALSE,FALSE,FALSE,TRUE,32,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
con_Demopp,"about $1,500 a month",expand,"about 50,000",Associate's Degree,female,female,TRUE,vice president,neither approve nor disapprove,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,CA,1986,Demopp,FALSE,TRUE,TRUE,FALSE,22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,neither,about 1 million,some college,male,male,TRUE,vp,neither approve nor disapprove,greatly prefer simple problems,a moderate amount,no preference,dislike a lot,dislike a little,much more relieved than satisf,KY,1976,nocue,FALSE,FALSE,FALSE,TRUE,32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_nocue,"about $2,000 a month",neither,"about 50,000",some college,male,Male,TRUE,Vice President,approve somewhat,slightly prefer complex proble,a little,"slightly prefer big, long-term",like somewhat,like somewhat,slightly more relieved than sa,NV,1984,nocue,FALSE,FALSE,FALSE,TRUE,24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,about $500 a month,neither,about 1 million,B.A.,male,male,TRUE,vice president,disapprove somewhat,slightly prefer complex proble,a lot,"slightly prefer small, daily p",like somewhat,like somewhat,somewhat more satisfied than r,WA,1983,Demsupp,TRUE,FALSE,FALSE,TRUE,25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_nocue,"about $1,500 a month",neither,about 1 million,12th,male,M,TRUE,vice president,disapprove somewhat,slightly prefer simple problem,a lot,"somewhat prefer big, long-term",neither like nor dislike,like a little,somewhat more satisfied than r,PA,1989,nocue,FALSE,FALSE,FALSE,TRUE,19,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_nocue,"about $2,000 a month",neither,"about 100,000",some college,male,male,TRUE,vice pres,approve slightly,no preference,a moderate amount,"slightly prefer big, long-term",like a little,like a little,relief and satisfaction to the,MI,1982,nocue,FALSE,FALSE,FALSE,TRUE,26,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_nocue,"about $1,500 a month",neither,"about 100,000",B.A.,male,Male,TRUE,Vice President,approve somewhat,no preference,a moderate amount,"slightly prefer small, daily p",neither like nor dislike,dislike a little,somewhat more satisfied than r,MS,1983,nocue,FALSE,FALSE,FALSE,TRUE,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,"about $1,500 a month",reduce,"about 100,000",some college,male,male,TRUE,vice president,disapprove slightly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,OR,1980,Demopp,FALSE,TRUE,FALSE,TRUE,28,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_nocue,"about $2,500 a month",expand,"about 500,000",some college,male,male,TRUE,vice president,approve somewhat,slightly prefer complex proble,a moderate amount,no preference,neither like nor dislike,like somewhat,somewhat more satisfied than r,UT,1974,nocue,FALSE,FALSE,FALSE,TRUE,34,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
lib_Demsupp,"about $1,500 a month",neither,"about 100,000",some college,male,male,FALSE,NA,disapprove slightly,no preference,a moderate amount,"slightly prefer small, daily p",dislike a little,like a little,slightly more satisfied than r,FL,1978,Demsupp,TRUE,FALSE,FALSE,TRUE,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,neither,"about 500,000",B.A.,male,male,TRUE,vice president,disapprove slightly,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,slightly more relieved than sa,IL,1974,Demsupp,TRUE,FALSE,FALSE,TRUE,34,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,about $500 a month,neither,about 1 million,some college,male,Male,TRUE,Vice President,approve strongly,slightly prefer complex proble,a great deal,no preference,dislike somewhat,like a lot,somewhat more satisfied than r,IN,1975,Demsupp,TRUE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demsupp,"about $1,500 a month",reduce,"about 50,000",some college,male,male,TRUE,vice president,approve slightly,somewhat prefer simple problem,a moderate amount,"slightly prefer big, long-term",dislike somewhat,dislike somewhat,relief and satisfaction to the,TX,1975,Demsupp,TRUE,FALSE,FALSE,TRUE,33,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $2,500 a month",expand,"about 500,000",some college,male,Male,TRUE,Vice President,approve strongly,somewhat prefer complex proble,a lot,no preference,like somewhat,like a lot,somewhat more satisfied than r,AK,1977,Demopp,FALSE,TRUE,FALSE,TRUE,31,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demsupp,"about $2,000 a month",reduce,"about 100,000",some college,male,male,TRUE,vice president,disapprove somewhat,somewhat prefer simple problem,a little,"somewhat prefer small, daily p",neither like nor dislike,neither like nor dislike,slightly more relieved than sa,CO,1976,Demsupp,TRUE,FALSE,FALSE,TRUE,32,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_Demopp,"about $2,000 a month",expand,"about 100,000",12th,male,male,TRUE,Vice President,approve strongly,no preference,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,CO,1983,Demopp,FALSE,TRUE,FALSE,TRUE,25,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,West,Rep
lib_nocue,"about $2,500 a month",expand,about 1 million,some college,male,Male,TRUE,Vice President,disapprove somewhat,no preference,a lot,no preference,like somewhat,like somewhat,much more satisfied than relie,PA,0,nocue,FALSE,FALSE,FALSE,TRUE,2008,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
lib_Demsupp,"about $1,500 a month",expand,"about 100,000",B.A.,28,28,TRUE,Vice President,disapprove slightly,slightly prefer complex proble,a moderate amount,"somewhat prefer big, long-term",dislike a little,like somewhat,slightly more satisfied than r,CT,1980,Demsupp,TRUE,FALSE,FALSE,FALSE,28,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_Demsupp,about $500 a month,reduce,"about 100,000",B.A.,male,M,TRUE,Vice President,disapprove somewhat,slightly prefer complex proble,a moderate amount,no preference,neither like nor dislike,neither like nor dislike,slightly more satisfied than r,PA,1975,Demsupp,TRUE,FALSE,FALSE,TRUE,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Rep
lib_Demopp,"about $2,500 a month",neither,about 1 million,12th,male,male,TRUE,vice president,approve slightly,no preference,a moderate amount,"somewhat prefer small, daily p",dislike a little,neither like nor dislike,somewhat more relieved than sa,OH,1975,Demopp,FALSE,TRUE,FALSE,TRUE,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
con_Demopp,"about $1,000 a month",reduce,about 1 million,B.A.,male,male,TRUE,VP,disapprove slightly,no preference,a lot,"slightly prefer small, daily p",neither like nor dislike,neither like nor dislike,somewhat more satisfied than r,WI,1975,Demopp,FALSE,TRUE,FALSE,TRUE,33,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $2,000 a month",expand,"about 100,000",some college,male,Male,TRUE,Vice President,approve slightly,slightly prefer simple problem,a moderate amount,no preference,like a little,like a little,slightly more relieved than sa,TX,1980,Demopp,FALSE,TRUE,FALSE,TRUE,28,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,about $500 a month,reduce,"about 500,000",M.A.,male,male,TRUE,Vize President,approve somewhat,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like somewhat,like somewhat,much more satisfied than relie,TN,1978,nocue,FALSE,FALSE,FALSE,TRUE,30,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
lib_Demopp,"about $2,500 a month",expand,"about 50,000",B.A.,male,male,TRUE,Vice President,approve slightly,no preference,a lot,"somewhat prefer small, daily p",neither like nor dislike,like a little,somewhat more satisfied than r,WY,1986,Demopp,FALSE,TRUE,FALSE,TRUE,22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,about $500 a month,reduce,about 1 million,B.A.,male,male,TRUE,vice president,disapprove slightly,somewhat prefer simple problem,a lot,"greatly prefer small, daily pr",like a little,like somewhat,much more satisfied than relie,CO,1981,Demsupp,TRUE,FALSE,FALSE,TRUE,27,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Rep
con_Demsupp,"about $1,000 a month",neither,about 1 million,12th,male,male,TRUE,vice president,disapprove strongly,somewhat prefer simple problem,a great deal,"slightly prefer small, daily p",dislike a little,dislike a little,relief and satisfaction to the,AR,1951,Demsupp,TRUE,FALSE,FALSE,TRUE,57,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_nocue,about $500 a month,reduce,NA,some college,female,female,TRUE,vice-president,disapprove strongly,slightly prefer simple problem,a lot,no preference,dislike somewhat,like a little,relief and satisfaction to the,NE,1948,nocue,FALSE,FALSE,TRUE,FALSE,60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_Demopp,"about $1,000 a month",expand,"about 500,000",Associate's Degree,<Male,<Male,TRUE,Vice President,approve slightly,slightly prefer complex proble,a lot,"slightly prefer small, daily p",neither like nor dislike,like somewhat,somewhat more satisfied than r,FL,1976,Demopp,FALSE,TRUE,FALSE,FALSE,32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
lib_Demopp,"about $2,000 a month",neither,"about 500,000",B.A.,female,female,TRUE,vp,approve slightly,somewhat prefer complex proble,a lot,"somewhat prefer big, long-term",like a little,like a little,somewhat more satisfied than r,MI,1961,Demopp,FALSE,TRUE,TRUE,FALSE,47,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demsupp,"about $1,500 a month",reduce,"about 100,000",some college,female,female,TRUE,vice president,disapprove strongly,greatly prefer complex problem,a great deal,NA,like a lot,like a lot,much more satisfied than relie,IN,1951,Demsupp,TRUE,FALSE,TRUE,FALSE,57,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
lib_nocue,"about $2,000 a month",expand,NA,B.A.,male,male,TRUE,vp,approve somewhat,slightly prefer complex proble,a lot,no preference,like a little,like somewhat,much more satisfied than relie,MI,1944,nocue,FALSE,FALSE,FALSE,TRUE,64,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
con_nocue,about $500 a month,reduce,"about 100,000",some college,female,female,TRUE,vice-president of us,disapprove strongly,somewhat prefer complex proble,a lot,"somewhat prefer small, daily p",dislike somewhat,dislike a little,somewhat more satisfied than r,DE,1949,nocue,FALSE,FALSE,TRUE,FALSE,59,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,about $500 a month,reduce,"about 50,000",some college,female,female,TRUE,Vice President,disapprove strongly,no preference,a great deal,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,FL,1927,Demsupp,TRUE,FALSE,TRUE,FALSE,81,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demopp,about $500 a month,reduce,"about 50,000",some college,female,female,TRUE,vice president,disapprove strongly,somewhat prefer simple problem,a lot,"greatly prefer small, daily pr",dislike a little,like a little,much more satisfied than relie,FL,1985,Demopp,FALSE,TRUE,TRUE,FALSE,23,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,about $500 a month,reduce,about 1 million,B.A.,female,female,TRUE,vice-president,disapprove strongly,greatly prefer complex problem,a great deal,"somewhat prefer big, long-term",like a lot,like a lot,much more satisfied than relie,CA,1960,nocue,FALSE,FALSE,TRUE,FALSE,48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_Demopp,about $500 a month,reduce,"about 500,000",B.A.,female,female,TRUE,Vice-President,approve slightly,slightly prefer simple problem,a moderate amount,"slightly prefer big, long-term",dislike a little,dislike somewhat,somewhat more relieved than sa,MS,1967,Demopp,FALSE,TRUE,TRUE,FALSE,41,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demsupp,"about $2,000 a month",reduce,about 1 million,B.A.,male,Male,TRUE,Vice President,approve slightly,somewhat prefer complex proble,a great deal,NA,like somewhat,like a lot,much more satisfied than relie,VA,1958,Demsupp,TRUE,FALSE,FALSE,TRUE,50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,reduce,"about 500,000",M.A.,female,Female,TRUE,vice-president,disapprove slightly,no preference,a moderate amount,"somewhat prefer small, daily p",like a little,like a little,somewhat more satisfied than r,KY,1961,Demsupp,TRUE,FALSE,TRUE,FALSE,47,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Rep
con_Demopp,"about $1,000 a month",expand,"about 50,000",Associate's Degree,male,male,FALSE,NA,approve slightly,slightly prefer simple problem,a little,no preference,neither like nor dislike,neither like nor dislike,relief and satisfaction to the,CA,1982,Demopp,FALSE,TRUE,FALSE,TRUE,26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,West,Dem
con_nocue,about $500 a month,reduce,"about 100,000",M.A.,female,female,TRUE,Vice President,approve slightly,no preference,a lot,"somewhat prefer big, long-term",neither like nor dislike,like a little,slightly more satisfied than r,TX,1951,nocue,FALSE,FALSE,TRUE,FALSE,57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_Demsupp,about $500 a month,reduce,about 1 million,Associate's Degree,female,female,TRUE,Vice President,disapprove somewhat,greatly prefer simple problems,a great deal,"greatly prefer small, daily pr",like a little,like a lot,much more satisfied than relie,MA,1957,Demsupp,TRUE,FALSE,TRUE,FALSE,51,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Northeast,Dem
con_nocue,about $500 a month,reduce,"about 500,000",some college,female,femail,TRUE,Vice President,disapprove slightly,slightly prefer simple problem,a little,"somewhat prefer small, daily p",neither like nor dislike,like a little,slightly more satisfied than r,MO,1948,nocue,FALSE,FALSE,TRUE,FALSE,60,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,North Central,Rep
lib_Demopp,"about $2,500 a month",neither,"about 100,000",Ph.D.,male,male,TRUE,vice president,disapprove slightly,slightly prefer complex proble,a moderate amount,no preference,neither like nor dislike,like a little,relief and satisfaction to the,GA,1946,Demopp,FALSE,TRUE,FALSE,TRUE,62,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,South,Dem
con_nocue,about $500 a month,expand,"about 100,000",12th,female,female,FALSE,NA,disapprove strongly,no preference,a great deal,no preference,like a little,like a lot,relief and satisfaction to the,OH,1955,nocue,FALSE,FALSE,TRUE,FALSE,53,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,North Central,Dem
